company_name,description,current_stage,partners,founders,sectors,first_partnered_stage,first_partnered_year,first_partnered_date,initial_investment_type,exit_type,exit_description,company_profile_url,company_url,twitter_url,logo_url,image_url,source_url,scraped_at
QMC,Puerto Rico-based wireless cellular telecommunication tower provider,Late Stage,John Locke; Arthur Patterson,Rafael Somoza; Jose Stella,,Late Stage,2014,2014,,,,https://www.accel.com/companies/qmc,http://www.qmctelecom.com.br,,https://cdn.sanity.io/images/458oembh/production/e5f04517512b1652b1f7500d7a1bc578a0a09e52-280x100.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
QTalk,Hybrid cloud data management for enterprises,Early Stage,Prashanth Prakash,Sagar Modi; Advaith Vishwanath,,Early Stage,2019,2019,seed,,,https://www.accel.com/companies/qtalk,http://www.quiph.com,,https://cdn.sanity.io/images/458oembh/production/7bcd434249593448cfd432c85fbf02ecc7fda1b1-631x215.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
QikPod,Last mile logistics for India's eCommerce industry,Early Stage,Prashanth Prakash,Ravi Gururaj,,Early Stage,2015,2015,series-a,,,https://www.accel.com/companies/qikpod,http://www.qikpod.com,https://twitter.com/QikPod,https://cdn.sanity.io/images/458oembh/production/df06c8bb88df23b8eda12f03c97a0f79119d6dd5-1199x347.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Qlik,Data analytics and business intelligence platform,Early Stage,Bruce Golden,Lars Bjork; Mans Hultman,,Early Stage,2004,2004,series-a,IPO,NASDAQ: QLIK,https://www.accel.com/companies/qlik,http://www.qlikview.com,,https://cdn.sanity.io/images/458oembh/production/ec690276ead3d02b1cf6699c00bc0bf658551466-67x30.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Qogita,B2B wholesale marketplace,Early Stage,Luca Bocchio,Danny Toledano; Yaniv Toledano,,Early Stage,2021,2021,series-a,,,https://www.accel.com/companies/qogita,https://www.qogita.com/,https://twitter.com/qogita,https://cdn.sanity.io/images/458oembh/production/991b97d4b8de3c663039ec20f685ffbff9e51cf0-141x39.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Qriously,Real-time mobile market research,Early Stage,Philippe Botteri,Christopher Kahler; Gerald Mueller; Abraham Mueller,,Early Stage,2011,2011,seed,Acquired,by Brandwatch,https://www.accel.com/companies/qriously,http://www.brandwatch.com,https://twitter.com/brandwatch,https://cdn.sanity.io/images/458oembh/production/0fb7fec73bfe7cd46c9a27d21dcc3a6deed4f582-500x216.png,,https://www.accel.com/companies,2026-05-29T18:35:24Z
QuBit,AI-powered personalization platform,,Bruce Golden,Graham Cooke,,,2014,2014,,Acquired,by Coveo,https://www.accel.com/companies/qubit,http://www.qubit.com,https://twitter.com/qubit,https://cdn.sanity.io/images/458oembh/production/23f2ecf90e5d5b3ac24e0fe3420cf57a43909d8c-862x252.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Qualtrics,Experience management software,Early Stage,Ryan Sweeney,Ryan Smith; Jared Smith; Scott Smith; Stuart Orgill,,Early Stage,2012,2012,series-a,Acquired,by SAP,https://www.accel.com/companies/qualtrics,http://www.qualtrics.com,https://twitter.com/Qualtrics/,https://cdn.sanity.io/images/458oembh/production/2a4425ba4953432066e342c49a460c08e3441836-147x47.svg,https://cdn.sanity.io/images/458oembh/production/b6852ed6984c209cec8c320c4af03fa69ff11c84-2000x1333.jpg,https://www.accel.com/companies,2026-05-29T18:35:24Z
Quanta,Next-gen enterprise resource planning software,Early Stage,Amit Kumar,Helen Hastings,,Early Stage,2023,2023,seed,,,https://www.accel.com/companies/quanta,https://www.usequanta.com/,https://x.com/UseQuanta,https://cdn.sanity.io/images/458oembh/production/8d8e6ce3ff18fa4bbc2dd270fa8413664e37e0fd-1826x305.png,https://cdn.sanity.io/images/458oembh/production/1fb4135905f24620677f65529baf9fd1a455fd36-4721x3716.jpg,https://www.accel.com/companies,2026-05-29T18:35:24Z
Quokka Sports,Sports content and data visualization platform,,Jim Swartz,John Bertrand; Al Ramadan; Dick Williams,,,1998,1998,,IPO,NASDAQ: QKKA,https://www.accel.com/companies/quokka-sports,http://www.quokkadev.com,,https://cdn.sanity.io/images/458oembh/production/391153a3c407878bd3524670c57a17037b0ab9f3-2154x360.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
QwikCilver,Stored value card-based solutions,,Prashanth Prakash,Kumar Sudarsan; Pratap T P,,,2010,2010,,Acquired,by Pine Labs,https://www.accel.com/companies/qwikcilver,http://www.qwikcilver.com,https://twitter.com/Qwikcilver,https://cdn.sanity.io/images/458oembh/production/8b24b1360f87c0046ec75d831d98952d6bf7647c-545x101.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Qwilt,Software solutions for content delivery,Early Stage,Rich Wong,Alon Maor; Dan Sahar,,Early Stage,2010,2010,series-a,,,https://www.accel.com/companies/qwilt,http://www.qwilt.com,https://twitter.com/qwilt,https://cdn.sanity.io/images/458oembh/production/fc10765e88b26c1362293249b9a78d8816502bda-1135x350.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Radar,Location data infrastructure,Early Stage,Vas Natarajan,Nick Patrick; Coby Berman,,Early Stage,2017,2017,seed,,,https://www.accel.com/companies/radar,http://www.radar.io,https://twitter.com/radarlabs,https://cdn.sanity.io/images/458oembh/production/5bbd05874652befcadfe215a3d35ddf26be61967-27x6.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
RadixArk,AI infrastructure for large-scale inference and training,Early Stage,Ivan Zhou,Ying Sheng,,Early Stage,2026,2026,,,,https://www.accel.com/companies/radixark,https://www.radixark.ai/,,https://cdn.sanity.io/images/458oembh/production/8d1a6acff69fcd6fa3dfc4b2e033efecb673f0af-1920x1080.png,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Rainforest,Payments-as-a-service provider,Early Stage,Amit Kumar,Joshua Silver,,Early Stage,2022,2022,seed,,,https://www.accel.com/companies/rainforest,https://www.rainforestpay.com/,,https://cdn.sanity.io/images/458oembh/production/f832781e885c18bc84cdec80f68b5a6731e7febf-143x22.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Raise,Retail gift card and payment solutions,Late Stage,Sameer Gandhi,Jay Klauminzer (CEO); George Bousis,,Late Stage,2015,2015,,,,https://www.accel.com/companies/raise,http://www.raise.com,https://twitter.com/RaiseMarket,https://cdn.sanity.io/images/458oembh/production/720d8e33e3d3e5cecf932f7befc915c903c1adde-1920x752.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Rally,Platform for buying and selling equity shares in collectible assets,Early Stage,Ryan Sweeney,Christopher Bruno; Maximilian Niederste-Ostholt; Rob Petrozzo,,Early Stage,2021,2021,,,,https://www.accel.com/companies/rally,https://rallyrd.com/,,https://cdn.sanity.io/images/458oembh/production/222c0313ef65739c37287c90983eda4118f0f1ae-666x311.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
RapidCanvas,No-code AutoAI platform,,Dinesh Katiyar,Rahul Pangam (CEO),,,,,,,,https://www.accel.com/companies/rapidcanvas,https://www.rapidcanvas.ai/,https://twitter.com/rapidcanvas,https://cdn.sanity.io/images/458oembh/production/20e4309bef5b0ad487ab732bfd8d3c0efff203a4-215x45.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
RapidClaims,AI-powered revenue cycle management ‍,Early Stage,Manasi Shah,Dushyant Mishra; Jot Sarup Singh; Abhinay Vyas,,Early Stage,2025,2025,seed,,,https://www.accel.com/companies/rapidclaims,https://www.rapidclaims.ai/,,https://cdn.sanity.io/images/458oembh/production/d7817ed5225831be41cb42f914efcb3d05b9d16d-1912x351.png,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Rapt,Digital advertising yield management,Early Stage,Arthur Patterson,Tom Chavez,,Early Stage,1999,1999,series-a,Acquired,by Microsoft,https://www.accel.com/companies/rapt,,,https://cdn.sanity.io/images/458oembh/production/14bd093dc2f200fb606ae4346f36f818fdc7fde3-2560x714.png,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Rasa,Open source tools for conversational AI,Early Stage,Andrei Brasoveanu,Alex Weidauer; Alan Nichol,,Early Stage,2019,2019,series-a,,,https://www.accel.com/companies/rasa,http://rasa.com,https://twitter.com/Rasa_HQ,https://cdn.sanity.io/images/458oembh/production/ec53abfdf37cef815e1c162f84feee6011230d9b-548x249.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Raycast,Productivity tool for developers to speed up non-coding tasks,Early Stage,Andrei Brasoveanu,Thomas Mann,,Early Stage,2020,2020,seed,,,https://www.accel.com/companies/raycast,https://raycast.com/,,https://cdn.sanity.io/images/458oembh/production/7777f6e544cde4e62af500fa167afe69b3a525fa-600x156.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
ReadMe.io,"Personalized, interactive developer hubs",Early Stage,Daniel Levine,Greg Koberger,,Early Stage,2019,2019,series-a,,,https://www.accel.com/companies/readme-io,http://www.readme.io,https://twitter.com/readme,https://cdn.sanity.io/images/458oembh/production/5dc9cefbc3c836b7aefc940fc99cffa5063d755a-1200x206.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
RealNetworks,Streaming media and digital services,,,Rob Glaser,,,1995,1995,,IPO,NASDAQ: RNWK,https://www.accel.com/companies/realnetworks,http://www.realnetworks.com,,https://cdn.sanity.io/images/458oembh/production/e665e3525ba2c234e4efb326ae6ad0f3845c9b64-809x231.svg,https://cdn.sanity.io/images/458oembh/production/5d9c3bea69def362522cf364cf17f5e5e41d5519-720x778.jpg,https://www.accel.com/companies,2026-05-29T18:35:24Z
RecommerceX,Industrial waste recycling,,Prayank Swaroop,Shobhit Goel; Mohit Gulyani; Ajay Gupta,,,2024,2024,seed,,,https://www.accel.com/companies/recommercex,https://recommercex.com/,,https://cdn.sanity.io/images/458oembh/production/9824c9397c78d2596bcc89865e08a270a3cd726e-250x68.heif,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Recraft,Image generation and editing tool,Early Stage,Zhenya Loginov,Anna Veronika Dorogush,,Early Stage,2024,2024,,,,https://www.accel.com/companies/recraft,https://www.recraft.ai/,https://x.com/recraftai,https://cdn.sanity.io/images/458oembh/production/48f6525cea0775843a14bd2449cc3f91c91662a3-3797x1024.png,,https://www.accel.com/companies,2026-05-29T18:35:24Z
RedBack Networks,Broadband networking equipment,,,,,,1997,1997,,IPO,NASDAQ: RBAK,https://www.accel.com/companies/redback-networks,http://www.redback.com,,https://cdn.sanity.io/images/458oembh/production/af443d451282b7222ab4fa8a524fe1c7a50122e2-400x133.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Remedy Corporation,IT service management platform,Early Stage,Jim Swartz,Lawrence Garlick; David Mahler; Doug Mueller,,Early Stage,1991,1991,series-a,IPO,NASDAQ: RMDY,https://www.accel.com/companies/remedy-corporation,,,https://cdn.sanity.io/images/458oembh/production/d7b75fdffcd27366c3efe0bfa69f4bb54595674c-1749x433.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Remote,"Payroll, tax, HR, and compliance solutions for distributed teams",Late Stage,Miles Clements,Job van der Voort; Marcelo Lebre,,Late Stage,2021,2021,,,,https://www.accel.com/companies/remote,https://remote.com/,,https://cdn.sanity.io/images/458oembh/production/61dc7652ca132a61eb82f9848556c0c17c2b340b-991x218.svg,https://cdn.sanity.io/images/458oembh/production/49066b6043fe306f4c349c47b84e58f2a3f8e545-720x720.jpg,https://www.accel.com/companies,2026-05-29T18:35:24Z
Rentomojo,Online furniture rental solution,Early Stage,Prashanth Prakash,Geetansh Bamania,,Early Stage,2015,2015,seed,,,https://www.accel.com/companies/rentomojo,http://www.rentomojo.com,https://twitter.com/rentomojo,https://cdn.sanity.io/images/458oembh/production/cabc086b007c857dfeb7624cb18f84efd663aa0f-158x32.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Responsys,Cross-channel marketing automation service,Early Stage,Bruce Golden,Dan Springer (CEO); Anand Jagannathan; Raghu Raghavan,,Early Stage,1998,1998,series-a,IPO,"NASDAQ: MKTG, Acquired by Oracle",https://www.accel.com/companies/responsys,http://www.responsys.com,,https://cdn.sanity.io/images/458oembh/production/658a68533b770277495d9e0146faf1026fae8d14-544x84.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
RetainIQ,Marketing automation for eCommerce brands,Early Stage,Subrata Mitra,Sitakanta Ray; Sulakshan Kumar; Arpit Gupta,,Early Stage,2022,2022,seed,,,https://www.accel.com/companies/retainiq,https://retainiq.io/?,https://twitter.com/retainIQio,https://cdn.sanity.io/images/458oembh/production/6be0531c7b857331884e3d8363dcc9a14c86b09d-1010x193.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Rex,Consumer app that enables users to find and share recommendations,Early Stage,Amit Kumar,Aliza Rosen,,Early Stage,,,seed,,,https://www.accel.com/companies/rex,https://getrex.app/,https://twitter.com/rexapp,https://cdn.sanity.io/images/458oembh/production/7280be7d2c29923e0c835ee73a61970b60fabac3-500x225.png,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Rhythms,AI operating system to enhance enterprise productivity,Early Stage,Abhinav Chaturvedi,Vetri Vellore; Madhan S.; Sunil Chhaya,,Early Stage,2023,2023,seed,,,https://www.accel.com/companies/rhythms,https://www.getrhythms.ai/,,https://cdn.sanity.io/images/458oembh/production/a08001f33733524f6bfb4ba6448d23b1db93bae7-910x155.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Rigi,Digital community for creators to manage and monetize their community and fanbase,Early Stage,Prayank Swaroop,Swapnil Saurav; Ananya Singhal,,Early Stage,2022,2022,seed,,,https://www.accel.com/companies/rigi,https://app.rigi.club/,https://twitter.com/rigi_app,https://cdn.sanity.io/images/458oembh/production/2874d11a81c54f05aef3599ceb14690dbeb018f3-86x24.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
RiskRecon,Third-party cyber risk solutions,,Jack Larson; Nate Niparko,Kelly White; Eric Blatte,,,2018,2018,,Acquired,by Mastercard,https://www.accel.com/companies/riskrecon,http://www.riskrecon.com,https://twitter.com/riskrecon,https://cdn.sanity.io/images/458oembh/production/821469248797e391bff1d5f2325672fb43b62868-1789x347.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Riverbed Technology,Application performance infrastructure solutions‍,Early Stage,Eric Wolford; Jim Swartz,Jerry Kennelly; Steve McCanne,,Early Stage,2002,2002,series-a,IPO,NASDAQ: RVBD,https://www.accel.com/companies/riverbed-technology,http://www.riverbed.com,,https://cdn.sanity.io/images/458oembh/production/60d8637e766a5df5731d67303f4d22858245706b-686x142.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Rocket,AI tool for app and website development,Early Stage,Prayank Swaroop,Vishal Virani; Rahul Shingala; Deepak Dhanak,,Early Stage,2022,2022,seed,,,https://www.accel.com/companies/rocket,https://www.rocket.new/,https://twitter.com/rocketdotnew,https://cdn.sanity.io/images/458oembh/production/121ab3c471b529865a01bde31af28c68e571029c-1920x540.png,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Rovio,Video game developer and publisher,Early Stage,Rich Wong,Kati Levoranta (CEO); Jarno Vakevainen; Kim Dikert; Niklas Hed,,Early Stage,2011,2011,series-a,IPO,HEL: ROVIO,https://www.accel.com/companies/rovio,http://www.rovio.com,https://twitter.com/rovio,https://cdn.sanity.io/images/458oembh/production/b2e1e9b65916f23b815970e0d78e651266decb51-391x96.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Rows,Spreadsheet tool designed for team collaboration,Early Stage,Andrei Brasoveanu,Humberto Ayres Pereira; Torben Schulz,,Early Stage,2018,2018,series-a,,,https://www.accel.com/companies/rows,http://www.rows.com,https://twitter.com/dashdash,https://cdn.sanity.io/images/458oembh/production/de8ce43ed30dc78736a864f76632f0f73999acea-2505x710.png,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Rupeek,Asset-backed gold loan facilitator,Early Stage,Anand Daniel,Sumit Maniyar,,Early Stage,2017,2017,series-a,,,https://www.accel.com/companies/rupeek,http://www.rupeek.com,https://twitter.com/rupeekapp,https://cdn.sanity.io/images/458oembh/production/91cdceb04215665b95f689a1e82c1df3bedb80cf-1109x366.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Rylo,High-definition video video editing software and cameras‍,Early Stage,Daniel Levine,Alex Karpenko; Chris Cunningham,,Early Stage,2015,2015,seed,Acquired,by VSCO,https://www.accel.com/companies/rylo,http://www.rylo.com,https://twitter.com/rylo_inc,https://cdn.sanity.io/images/458oembh/production/c9deb3b4eb1ff1b481148e5331b9d1198e617e1d-276x75.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
S4S Technologies,Food processing platform,,Rachit Parekh,Swapnil Kokate; Tushar Gaware; Dr. Shital Somani Kasat; Nidhi Pant; Ashwin Pawade; Dr. Vaibhav Tidke; Ganesh Bhere,,,,,,,,https://www.accel.com/companies/s4s-technologies,https://s4stechnologies.com/,,https://cdn.sanity.io/images/458oembh/production/b0ff51bcf6bc5048293d4c301319b5b706e0e1e4-5424x4000.png,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Sahi,Mobile trading platform for Indian stock and option traders,Early Stage,Manasi Shah,Dale Vaz,,Early Stage,2023,2023,seed,,,https://www.accel.com/companies/sahi,https://sahi.com/,,https://cdn.sanity.io/images/458oembh/production/15d07d7f7e2cc5d79691156d3e0f097e0ceeb7c9-1483x505.png,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Sainapse,AI/ML platform for workflow automation,Early Stage,Mahendran Balachandran,Avijit Biswas; Partha Pratim Ghosh; Girish Koppar,,Early Stage,2019,2019,series-a,,,https://www.accel.com/companies/sainapse,https://bayestree.com/,,https://cdn.sanity.io/images/458oembh/production/fac1402c09e01189710568616ddb5fa6d32e8596-1815x344.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Salto,Automated configuration management for enterprise applications,Early Stage,Philippe Botteri,Benny Schnaider; Rami Tamir; Gil Hoffer,,Early Stage,2021,2021,,,,https://www.accel.com/companies/salto,https://www.salto.io/,,https://cdn.sanity.io/images/458oembh/production/0d6bffcd532fbffad6c1fe3bb6a06e61d9f833bd-116x38.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Samunnati,Microfinance solutions for agricultural enterprises,Early Stage,Mahendran Balachandran,Anil Kumar,,Early Stage,2017,2017,,,,https://www.accel.com/companies/samunnati,http://www.samunnati.com,https://twitter.com/SamunnatiFin,https://cdn.sanity.io/images/458oembh/production/64ab24e0bec84aaff34d7e8e3855ce98e0491ef8-1078x171.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
